IU Barcode,Spreadsheet Name,Row,Reason for Failure
30000136706904,AVC_Elements_SendtoDatabase_20180608.csv,781,Title mismatch,"SS Title: The Corn Belt
Filmdb Title: The corn belt"
30000136813346,AVC_Elements_SendtoDatabase_20180608.csv,782,Title mismatch,"SS Title: The Corn Belt
Filmdb Title: The corn belt"
30000136813353,AVC_Elements_SendtoDatabase_20180608.csv,783,Title mismatch,"SS Title: The Corn Belt
Filmdb Title: The corn belt"
30000136813361,AVC_Elements_SendtoDatabase_20180608.csv,784,Title mismatch,"SS Title: The Corn Belt
Filmdb Title: The corn belt"
30000136813379,AVC_Elements_SendtoDatabase_20180608.csv,785,Title mismatch,"SS Title: The Corn Belt
Filmdb Title: The corn belt"
30000136813387,AVC_Elements_SendtoDatabase_20180608.csv,786,Title mismatch,"SS Title: The Corn Belt
Filmdb Title: The corn belt"
30000136707761,AVC_Elements_SendtoDatabase_20180608.csv,787,Title mismatch,"SS Title: The Cotton Belt: Yesterday and Today
Filmdb Title: The cotton belt : yesterday and today "
30000136707779,AVC_Elements_SendtoDatabase_20180608.csv,788,Title mismatch,"SS Title: The Cotton Belt: Yesterday and Today
Filmdb Title: The cotton belt : yesterday and today "
30000136754342,AVC_Elements_SendtoDatabase_20180608.csv,792,Title mismatch,"SS Title: The Wheat Belt
Filmdb Title: Wheat Belt"
30000136754359,AVC_Elements_SendtoDatabase_20180608.csv,793,Title mismatch,"SS Title: The Wheat Belt
Filmdb Title: Wheat Belt"
30000136754367,AVC_Elements_SendtoDatabase_20180608.csv,794,Title mismatch,"SS Title: The Wheat Belt
Filmdb Title: Wheat Belt"
30000136812074,AVC_Elements_SendtoDatabase_20180608.csv,795,Title mismatch,"SS Title: The Dairy Belt
Filmdb Title: The dairy belt"
30000136812082,AVC_Elements_SendtoDatabase_20180608.csv,796,Title mismatch,"SS Title: The Dairy Belt
Filmdb Title: The dairy belt"
30000136940115,AVC_Elements_SendtoDatabase_20180608.csv,797,Title mismatch,"SS Title: The Cotton Belt: Yesterday and Today
Filmdb Title: The cotton belt : yesterday and today "
30000136940123,AVC_Elements_SendtoDatabase_20180608.csv,798,Title mismatch,"SS Title: The Cotton Belt: Yesterday and Today
Filmdb Title: The cotton belt : yesterday and today "
30000136941675,AVC_Elements_SendtoDatabase_20180608.csv,799,Title mismatch,"SS Title: The Dairy Belt
Filmdb Title: The dairy belt"
30000136941683,AVC_Elements_SendtoDatabase_20180608.csv,800,Title mismatch,"SS Title: The Dairy Belt
Filmdb Title: The dairy belt"
30000136702689,AVC_Elements_SendtoDatabase_20180608.csv,803,Title mismatch,"SS Title: Explorers of the Nucleus: Cyclotron Experiment #190
Filmdb Title: Explorers Of The Nucleus: Cyclotron Experiment #190"
30000136611039,AVC_Elements_SendtoDatabase_20180608.csv,806,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136611047,AVC_Elements_SendtoDatabase_20180608.csv,807,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136611054,AVC_Elements_SendtoDatabase_20180608.csv,808,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136611070,AVC_Elements_SendtoDatabase_20180608.csv,809,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136612938,AVC_Elements_SendtoDatabase_20180608.csv,814,Title mismatch,"SS Title: Camping and Recreational Facilities for the Handicapped
Filmdb Title: Camping and recreational facilities for the handicapped"
30000136612946,AVC_Elements_SendtoDatabase_20180608.csv,815,Title mismatch,"SS Title: Camping and Recreational Facilities for the Handicapped
Filmdb Title: Camping and recreational facilities for the handicapped"
30000136612953,AVC_Elements_SendtoDatabase_20180608.csv,816,Title mismatch,"SS Title: Camping and Recreational Facilities for the Handicapped
Filmdb Title: Camping and recreational facilities for the handicapped"
30000136613654,AVC_Elements_SendtoDatabase_20180608.csv,826,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136613662,AVC_Elements_SendtoDatabase_20180608.csv,827,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136613670,AVC_Elements_SendtoDatabase_20180608.csv,828,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136613688,AVC_Elements_SendtoDatabase_20180608.csv,829,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136613696,AVC_Elements_SendtoDatabase_20180608.csv,830,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136615881,AVC_Elements_SendtoDatabase_20180608.csv,867,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136615899,AVC_Elements_SendtoDatabase_20180608.csv,868,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136616426,AVC_Elements_SendtoDatabase_20180608.csv,869,Title mismatch,"SS Title: Explorers of the Nucleus: Cyclotron Experiment #190
Filmdb Title: Explorers Of The Nucleus: Cyclotron Experiment #190"
30000136616434,AVC_Elements_SendtoDatabase_20180608.csv,870,Title mismatch,"SS Title: Explorers of the Nucleus: Cyclotron Experiment #190
Filmdb Title: Explorers Of The Nucleus: Cyclotron Experiment #190"
30000136616459,AVC_Elements_SendtoDatabase_20180608.csv,871,Title mismatch,"SS Title: Explorers of the Nucleus: Cyclotron Experiment #190
Filmdb Title: Explorers Of The Nucleus: Cyclotron Experiment #190"
30000136616467,AVC_Elements_SendtoDatabase_20180608.csv,872,Title mismatch,"SS Title: Explorers of the Nucleus: Cyclotron Experiment #190
Filmdb Title: Explorers Of The Nucleus: Cyclotron Experiment #190"
30000136616905,AVC_Elements_SendtoDatabase_20180608.csv,879,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136616913,AVC_Elements_SendtoDatabase_20180608.csv,880,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136616921,AVC_Elements_SendtoDatabase_20180608.csv,881,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136616954,AVC_Elements_SendtoDatabase_20180608.csv,882,Title mismatch,"SS Title: Camping and Recreational Facilities for the Handicapped
Filmdb Title: Camping and recreational facilities for the handicapped"
30000136616962,AVC_Elements_SendtoDatabase_20180608.csv,883,Title mismatch,"SS Title: Camping and Recreational Facilities for the Handicapped
Filmdb Title: Camping and recreational facilities for the handicapped"
30000136700071,AVC_Elements_SendtoDatabase_20180608.csv,901,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136700444,AVC_Elements_SendtoDatabase_20180608.csv,902,Title mismatch,"SS Title: Earth Science: Parade of Ancient Life
Filmdb Title: Earth Science: The Parade Of Ancient Life"
30000136700451,AVC_Elements_SendtoDatabase_20180608.csv,903,Title mismatch,"SS Title: Earth Science: Parade of Ancient Life
Filmdb Title: Earth Science: The Parade Of Ancient Life"
30000136706128,AVC_Elements_SendtoDatabase_20180608.csv,921,Title mismatch,"SS Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (HK 9 and 10)
Filmdb Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (Hk 9 and 10)"
30000136706557,AVC_Elements_SendtoDatabase_20180608.csv,931,Title mismatch,"SS Title: Controlled Experiments
Filmdb Title: Controlled experiments"
30000136706805,AVC_Elements_SendtoDatabase_20180608.csv,938,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136706912,AVC_Elements_SendtoDatabase_20180608.csv,944,Title mismatch,"SS Title: Camping and Recreational Facilities for the Handicapped
Filmdb Title: Camping and recreational facilities for the handicapped"
30000136706920,AVC_Elements_SendtoDatabase_20180608.csv,945,Title mismatch,"SS Title: Camping and Recreational Facilities for the Handicapped
Filmdb Title: Camping and recreational facilities for the handicapped"
30000136707217,AVC_Elements_SendtoDatabase_20180608.csv,950,Title mismatch,"SS Title: The Fish that Turned Gold
Filmdb Title: The fish that turned gold"
30000136707282,AVC_Elements_SendtoDatabase_20180608.csv,954,Title mismatch,"SS Title: Earth Science: Minerals and Rocks
Filmdb Title: Earth Science: Minerals And Rocks"
30000136707449,AVC_Elements_SendtoDatabase_20180608.csv,958,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136707605,AVC_Elements_SendtoDatabase_20180608.csv,967,Title mismatch,"SS Title: Earth Science: Parade of Ancient Life
Filmdb Title: Earth Science: The Parade Of Ancient Life"
30000136707639,AVC_Elements_SendtoDatabase_20180608.csv,968,Title mismatch,"SS Title: Earth Science: Parade of Ancient Life
Filmdb Title: Earth Science: The Parade Of Ancient Life"
30000136707951,AVC_Elements_SendtoDatabase_20180608.csv,976,Title mismatch,"SS Title: Explorers of the Nucleus: Cyclotron Experiment #190
Filmdb Title: Explorers Of The Nucleus: Cyclotron Experiment #190"
30000136708173,AVC_Elements_SendtoDatabase_20180608.csv,981,Title mismatch,"SS Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (HK 9 and 10)
Filmdb Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (Hk 9 and 10)"
30000136708181,AVC_Elements_SendtoDatabase_20180608.csv,982,Title mismatch,"SS Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (HK 9 and 10)
Filmdb Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (Hk 9 and 10)"
30000136708306,AVC_Elements_SendtoDatabase_20180608.csv,984,Title mismatch,"SS Title: Fraternity Idea
Filmdb Title: The fraternity idea"
30000136709247,AVC_Elements_SendtoDatabase_20180608.csv,989,Title mismatch,"SS Title: A Nickel for the Movies
Filmdb Title: A nickel for the movies"
30000136709262,AVC_Elements_SendtoDatabase_20180608.csv,990,Title mismatch,"SS Title: Earth Science: Parade of Ancient Life
Filmdb Title: Earth Science: The Parade Of Ancient Life"
30000136709270,AVC_Elements_SendtoDatabase_20180608.csv,991,Title mismatch,"SS Title: A Nickel for the Movies
Filmdb Title: A nickel for the movies"
30000136752148,AVC_Elements_SendtoDatabase_20180608.csv,1000,Title mismatch,"SS Title: The Fish that Turned Gold
Filmdb Title: The fish that turned gold"
30000136752155,AVC_Elements_SendtoDatabase_20180608.csv,1001,Title mismatch,"SS Title: The Fish that Turned Gold
Filmdb Title: The fish that turned gold"
30000136762030,AVC_Elements_SendtoDatabase_20180608.csv,1037,Title mismatch,"SS Title: The Land Along the Water
Filmdb Title: Land Along the Water"
30000136762048,AVC_Elements_SendtoDatabase_20180608.csv,1038,Title mismatch,"SS Title: The Land Along the Water
Filmdb Title: Land Along the Water"
30000136762055,AVC_Elements_SendtoDatabase_20180608.csv,1039,Title mismatch,"SS Title: The Land Along the Water
Filmdb Title: Land Along the Water"
30000136762063,AVC_Elements_SendtoDatabase_20180608.csv,1040,Title mismatch,"SS Title: The Land Along the Water
Filmdb Title: Land Along the Water"
30000136762071,AVC_Elements_SendtoDatabase_20180608.csv,1041,Title mismatch,"SS Title: The Land Along the Water
Filmdb Title: Land Along the Water"
30000136762089,AVC_Elements_SendtoDatabase_20180608.csv,1042,Title mismatch,"SS Title: The Land Along the Water
Filmdb Title: Land Along the Water"
30000136762097,AVC_Elements_SendtoDatabase_20180608.csv,1043,Title mismatch,"SS Title: The Land Along the Water
Filmdb Title: Land Along the Water"
30000136762675,AVC_Elements_SendtoDatabase_20180608.csv,1048,Title mismatch,"SS Title: Camping and Recreational Facilities for the Handicapped
Filmdb Title: Camping and recreational facilities for the handicapped"
30000136762683,AVC_Elements_SendtoDatabase_20180608.csv,1049,Title mismatch,"SS Title: Camping and Recreational Facilities for the Handicapped
Filmdb Title: Camping and recreational facilities for the handicapped"
30000136763376,AVC_Elements_SendtoDatabase_20180608.csv,1061,Title mismatch,"SS Title: Earth Science: Minerals and Rocks
Filmdb Title: Earth Science: Minerals And Rocks"
30000136763384,AVC_Elements_SendtoDatabase_20180608.csv,1062,Title mismatch,"SS Title: Earth Science: Minerals and Rocks
Filmdb Title: Earth Science: Minerals And Rocks"
30000136763392,AVC_Elements_SendtoDatabase_20180608.csv,1063,Title mismatch,"SS Title: Earth Science: Minerals and Rocks
Filmdb Title: Earth Science: Minerals And Rocks"
30000136763855,AVC_Elements_SendtoDatabase_20180608.csv,1079,Title mismatch,"SS Title: The Land Along the Water
Filmdb Title: Land Along the Water"
30000136763863,AVC_Elements_SendtoDatabase_20180608.csv,1080,Title mismatch,"SS Title: The Land Along the Water
Filmdb Title: Land Along the Water"
30000136764705,AVC_Elements_SendtoDatabase_20180608.csv,1093,Title mismatch,"SS Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (HK 9 and 10)
Filmdb Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (Hk 9 and 10)"
30000136764713,AVC_Elements_SendtoDatabase_20180608.csv,1094,Title mismatch,"SS Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (HK 9 and 10)
Filmdb Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (Hk 9 and 10)"
30000136766270,AVC_Elements_SendtoDatabase_20180608.csv,1118,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136766288,AVC_Elements_SendtoDatabase_20180608.csv,1119,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136816372,AVC_Elements_SendtoDatabase_20180608.csv,1156,Title mismatch,"SS Title: The Fish that Turned Gold
Filmdb Title: The fish that turned gold"
30000136816380,AVC_Elements_SendtoDatabase_20180608.csv,1157,Title mismatch,"SS Title: The Fish that Turned Gold
Filmdb Title: The fish that turned gold"
30000136816398,AVC_Elements_SendtoDatabase_20180608.csv,1158,Title mismatch,"SS Title: The Fish that Turned Gold
Filmdb Title: The fish that turned gold"
30000136816406,AVC_Elements_SendtoDatabase_20180608.csv,1159,Title mismatch,"SS Title: The Fish that Turned Gold
Filmdb Title: The fish that turned gold"
30000136819319,AVC_Elements_SendtoDatabase_20180608.csv,1180,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136819327,AVC_Elements_SendtoDatabase_20180608.csv,1181,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136819335,AVC_Elements_SendtoDatabase_20180608.csv,1182,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136819608,AVC_Elements_SendtoDatabase_20180608.csv,1183,Title mismatch,"SS Title: Earth Science: Parade of Ancient Life
Filmdb Title: Earth Science: The Parade Of Ancient Life"
30000136844069,AVC_Elements_SendtoDatabase_20180608.csv,1196,Title mismatch,"SS Title: Earth Science: Parade of Ancient Life
Filmdb Title: Earth Science: The Parade Of Ancient Life"
30000136849175,AVC_Elements_SendtoDatabase_20180608.csv,1200,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849183,AVC_Elements_SendtoDatabase_20180608.csv,1201,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849191,AVC_Elements_SendtoDatabase_20180608.csv,1202,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849209,AVC_Elements_SendtoDatabase_20180608.csv,1203,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849217,AVC_Elements_SendtoDatabase_20180608.csv,1204,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849225,AVC_Elements_SendtoDatabase_20180608.csv,1205,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849233,AVC_Elements_SendtoDatabase_20180608.csv,1206,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849290,AVC_Elements_SendtoDatabase_20180608.csv,1209,Title mismatch,"SS Title: Education Under a Thatched Roof
Filmdb Title: Education Under A Thatched Roof"
30000136849308,AVC_Elements_SendtoDatabase_20180608.csv,1210,Title mismatch,"SS Title: Education Under a Thatched Roof
Filmdb Title: Education Under A Thatched Roof"
30000136849399,AVC_Elements_SendtoDatabase_20180608.csv,1214,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849407,AVC_Elements_SendtoDatabase_20180608.csv,1215,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849415,AVC_Elements_SendtoDatabase_20180608.csv,1216,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849423,AVC_Elements_SendtoDatabase_20180608.csv,1217,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849431,AVC_Elements_SendtoDatabase_20180608.csv,1218,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849449,AVC_Elements_SendtoDatabase_20180608.csv,1219,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849456,AVC_Elements_SendtoDatabase_20180608.csv,1220,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849464,AVC_Elements_SendtoDatabase_20180608.csv,1221,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849472,AVC_Elements_SendtoDatabase_20180608.csv,1222,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849480,AVC_Elements_SendtoDatabase_20180608.csv,1223,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849506,AVC_Elements_SendtoDatabase_20180608.csv,1224,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849514,AVC_Elements_SendtoDatabase_20180608.csv,1225,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849522,AVC_Elements_SendtoDatabase_20180608.csv,1226,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849530,AVC_Elements_SendtoDatabase_20180608.csv,1227,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136849548,AVC_Elements_SendtoDatabase_20180608.csv,1228,Title mismatch,"SS Title: This is Camping!
Filmdb Title: This is camping!"
30000136938705,AVC_Elements_SendtoDatabase_20180608.csv,1336,Title mismatch,"SS Title: A Nickel for the Movies
Filmdb Title: A nickel for the movies"
30000136938713,AVC_Elements_SendtoDatabase_20180608.csv,1337,Title mismatch,"SS Title: A Nickel for the Movies
Filmdb Title: A nickel for the movies"
30000136940065,AVC_Elements_SendtoDatabase_20180608.csv,1344,Title mismatch,"SS Title: Controlled Experiments
Filmdb Title: Controlled experiments"
30000136940073,AVC_Elements_SendtoDatabase_20180608.csv,1345,Title mismatch,"SS Title: Controlled Experiments
Filmdb Title: Controlled experiments"
30000136940081,AVC_Elements_SendtoDatabase_20180608.csv,1346,Title mismatch,"SS Title: Controlled Experiments
Filmdb Title: Controlled experiments"
30000136940750,AVC_Elements_SendtoDatabase_20180608.csv,1358,Title mismatch,"SS Title: Controlled Experiments
Filmdb Title: Controlled experiments"
30000136944026,AVC_Elements_SendtoDatabase_20180608.csv,1397,Title mismatch,"SS Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (HK 9 and 10)
Filmdb Title: Volvox: Structure, Reproduction, and Differentiation in V. Carteri (Hk 9 and 10)"
30000136946039,AVC_Elements_SendtoDatabase_20180608.csv,1406,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136946047,AVC_Elements_SendtoDatabase_20180608.csv,1407,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136946054,AVC_Elements_SendtoDatabase_20180608.csv,1408,Title mismatch,"SS Title: Food for Thought
Filmdb Title: Food For Thought"
30000136754375,AVC_Elements_SendtoDatabase_20180608.csv,1410,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136754391,AVC_Elements_SendtoDatabase_20180608.csv,1411,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136835786,AVC_Elements_SendtoDatabase_20180608.csv,1423,Title mismatch,"SS Title: IHSAA State Track and Field Meet, 1961
Filmdb Title: IHSAA State Track And Field Meet, 1961"
30000136835794,AVC_Elements_SendtoDatabase_20180608.csv,1424,Title mismatch,"SS Title: IHSAA State Track and Field Meet, 1961
Filmdb Title: IHSAA State Track And Field Meet, 1961"
30000136943077,AVC_Elements_SendtoDatabase_20180608.csv,1443,Title mismatch,"SS Title: Robert Kennedy: A Eulogy By the Theodore Sorenson
Filmdb Title: Robert Kennedy: A Eulogy by the Theodore Sorenson"
30000136943085,AVC_Elements_SendtoDatabase_20180608.csv,1444,Title mismatch,"SS Title: Robert Kennedy: A Eulogy By the Theodore Sorenson
Filmdb Title: Robert Kennedy: A Eulogy by the Theodore Sorenson"
30000136946344,AVC_Elements_SendtoDatabase_20180608.csv,1445,Title mismatch,"SS Title: Robert Kennedy: A Eulogy By the Theodore Sorenson
Filmdb Title: Robert Kennedy: A Eulogy by the Theodore Sorenson"
30000136946351,AVC_Elements_SendtoDatabase_20180608.csv,1446,Title mismatch,"SS Title: Robert Kennedy: A Eulogy By the Theodore Sorenson
Filmdb Title: Robert Kennedy: A Eulogy by the Theodore Sorenson"
30000136946427,AVC_Elements_SendtoDatabase_20180608.csv,1447,Title mismatch,"SS Title: Robert Kennedy: A Eulogy By the Theodore Sorenson
Filmdb Title: Robert Kennedy: A Eulogy by the Theodore Sorenson"
30000136946435,AVC_Elements_SendtoDatabase_20180608.csv,1448,Title mismatch,"SS Title: Robert Kennedy: A Eulogy By the Theodore Sorenson
Filmdb Title: Robert Kennedy: A Eulogy by the Theodore Sorenson"
30000136946450,AVC_Elements_SendtoDatabase_20180608.csv,1449,Title mismatch,"SS Title: Robert Kennedy: A Eulogy By the Theodore Sorenson
Filmdb Title: Robert Kennedy: A Eulogy by the Theodore Sorenson"
30000136612326,AVC_Elements_SendtoDatabase_20180608.csv,1491,Title mismatch,"SS Title: Fred's Case: A Stimulus
Filmdb Title: Fred'S Case: A Stimulus"
30000136612334,AVC_Elements_SendtoDatabase_20180608.csv,1492,Title mismatch,"SS Title: Fred's Case: A Stimulus
Filmdb Title: Fred'S Case: A Stimulus"
30000136612755,AVC_Elements_SendtoDatabase_20180608.csv,1493,Title mismatch,"SS Title: David's Case: An Example
Filmdb Title: David's case: an example"
30000136612763,AVC_Elements_SendtoDatabase_20180608.csv,1494,Title mismatch,"SS Title: David's Case: An Example
Filmdb Title: David's case: an example"
30000136613266,AVC_Elements_SendtoDatabase_20180608.csv,1495,Title mismatch,"SS Title: Fred's Case: A Stimulus
Filmdb Title: Fred'S Case: A Stimulus"
30000136613290,AVC_Elements_SendtoDatabase_20180608.csv,1496,Title mismatch,"SS Title: David's Case: An Example
Filmdb Title: David's case: an example"
30000136615717,AVC_Elements_SendtoDatabase_20180608.csv,1500,Title mismatch,"SS Title: David's Case: An Example
Filmdb Title: David's case: an example"
30000136615725,AVC_Elements_SendtoDatabase_20180608.csv,1501,Title mismatch,"SS Title: David's Case: An Example
Filmdb Title: David's case: an example"
30000136817339,AVC_Elements_SendtoDatabase_20180608.csv,1511,Title mismatch,"SS Title: David's Case: An Example
Filmdb Title: David's case: an example"
30000136817347,AVC_Elements_SendtoDatabase_20180608.csv,1512,Title mismatch,"SS Title: David's Case: An Example
Filmdb Title: David's case: an example"
30000136817792,AVC_Elements_SendtoDatabase_20180608.csv,1513,Title mismatch,"SS Title: Fred's Case: A Stimulus
Filmdb Title: Fred'S Case: A Stimulus"
30000136817800,AVC_Elements_SendtoDatabase_20180608.csv,1514,Title mismatch,"SS Title: Fred's Case: A Stimulus
Filmdb Title: Fred'S Case: A Stimulus"
30000136817818,AVC_Elements_SendtoDatabase_20180608.csv,1515,Title mismatch,"SS Title: Fred's Case: A Stimulus
Filmdb Title: Fred'S Case: A Stimulus"
30000136619909,AVC_Elements_SendtoDatabase_20180608.csv,1563,Title mismatch,"SS Title: Talking it Over
Filmdb Title: Talking It Over"
30000136619974,AVC_Elements_SendtoDatabase_20180608.csv,1564,Title mismatch,"SS Title: Talking it Over
Filmdb Title: Talking It Over"
30000136708579,AVC_Elements_SendtoDatabase_20180608.csv,1711,Title mismatch,"SS Title: Floating in the Air, Followed by the Wind
Filmdb Title: Floating in the air, followed by the wind : Thaipusam : a Hindu festival"
30000136708595,AVC_Elements_SendtoDatabase_20180608.csv,1712,Title mismatch,"SS Title: Floating in the Air, Followed by the Wind
Filmdb Title: Floating in the air, followed by the wind : Thaipusam : a Hindu festival"
30000136766379,AVC_Elements_SendtoDatabase_20180608.csv,1713,Title mismatch,"SS Title: Floating in the Air, Followed by the Wind
Filmdb Title: Floating in the air, followed by the wind : Thaipusam : a Hindu festival"
30000136766387,AVC_Elements_SendtoDatabase_20180608.csv,1714,Title mismatch,"SS Title: Floating in the Air, Followed by the Wind
Filmdb Title: Floating in the air, followed by the wind : Thaipusam : a Hindu festival"
30000136755141,AVC_Elements_SendtoDatabase_20180608.csv,1727,Title mismatch,"SS Title: NET IU Project Relate/Reading July 13 #2
Filmdb Title: Burglar in the Treetops"
30000136755158,AVC_Elements_SendtoDatabase_20180608.csv,1728,Title mismatch,"SS Title: NET IU Project Relate/Reading July 13 #2
Filmdb Title: Burglar in the Treetops"
30000136755604,AVC_Elements_SendtoDatabase_20180608.csv,1729,Title mismatch,"SS Title: NET IU Project Relate/Reading July 13th #2
Filmdb Title: Wawona"
30000136755612,AVC_Elements_SendtoDatabase_20180608.csv,1730,Title mismatch,"SS Title: NET IU Project Relate/Reading July 13th #2
Filmdb Title: Wawona"
30000136755620,AVC_Elements_SendtoDatabase_20180608.csv,1731,Title mismatch,"SS Title: NET IU Project Relate/Reading July 13th #2 Part 1
Filmdb Title: Thomas Jefferson"
30000136755638,AVC_Elements_SendtoDatabase_20180608.csv,1732,Title mismatch,"SS Title: NET IU Project Relate/Reading July 13th #2
Filmdb Title: Thomas Jefferson"
30000136702119,AVC_Elements_SendtoDatabase_20180608.csv,1807,Title mismatch,"SS Title: Children are People
Filmdb Title: Children Are People"
30000136702127,AVC_Elements_SendtoDatabase_20180608.csv,1808,Title mismatch,"SS Title: Children are People
Filmdb Title: Children Are People"
30000136701459,AVC_Elements_SendtoDatabase_20180608.csv,1893,Title mismatch,"SS Title: CP - 187 Track & Field Meet 1969 Events
Filmdb Title: Life on the Coral Reef"
30000136818600,AVC_Elements_SendtoDatabase_20180608.csv,1915,Title mismatch,"SS Title: Alumni Film 74 A Visit with Pres. John W. Ryan
Filmdb Title: Alumni Film 74 A Visit With Pres. John W. Ryan:"
30000136708462,AVC_Elements_SendtoDatabase_20180608.csv,1932,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136658402,IUCAT_LetterS_Part2_20180112_SendtoDatabase_reviewed_20180206.csv,399,Title mismatch,"SS Title: Spanish : Introducing the Language
Filmdb Title: Spanish: Introducing the Language"
30000136677790,IUCAT_LetterS_Part2_20180112_SendtoDatabase_reviewed_20180206.csv,599,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136718057,IUCAT_LetterS_Part2_20180112_SendtoDatabase_reviewed_20180206.csv,709,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136658899,IUCAT_LetterS_Part2_20180112_SendtoDatabase_reviewed_20180206.csv,755,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068494602,IUCAT_LetterS_Part2_20180112_SendtoDatabase_reviewed_20180206.csv,782,Title mismatch,"SS Title: Story of Weights and Measures (Second Edition)
Filmdb Title: The Story of Weights and Measures (2nd Edition)"
30000136674979,IUCAT_LetterS_Part2_20180112_SendtoDatabase_reviewed_20180206.csv,792,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
