IU Barcode,Spreadsheet Name,Row,Reason for Failure
30000136937418,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3997,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136937681,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3998,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136937699,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3999,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136939786,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4019,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136939794,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4020,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136610361,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4026,Title mismatch,"SS Title: Charles Francis Adams: Minister to Great Britian (1861-1864)
Filmdb Title: Charles Francis Adams: Minister to Great Britain (1861-1864)"
30000136610379,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4027,Title mismatch,"SS Title: Charles Francis Adams: Minister to Great Britian (1861-1864)
Filmdb Title: Charles Francis Adams: Minister to Great Britain (1861-1864)"
30000136610387,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4028,Title mismatch,"SS Title: Charles Francis Adams: Minister to Great Britian (1861-1864)
Filmdb Title: Charles Francis Adams: Minister to Great Britain (1861-1864)"
30000136610395,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4029,Title mismatch,"SS Title: Charles Francis Adams: Minister to Great Britian (1861-1864)
Filmdb Title: Charles Francis Adams: Minister to Great Britain (1861-1864)"
30000136761719,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4064,Title mismatch,"SS Title: Cities and the Poor, Part 2
Filmdb Title: Cities and the Poor, part 2"
30000136761727,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4065,Title mismatch,"SS Title: Cities and the Poor, Part 2
Filmdb Title: Cities and the Poor, part 2"
30000136761735,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4066,Title mismatch,"SS Title: Cities and the Poor, Part 2
Filmdb Title: Cities and the Poor, part 2"
30000136761743,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4067,Title mismatch,"SS Title: Cities and the Poor, Part 2
Filmdb Title: Cities and the Poor, part 2"
30000136813452,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4072,Title mismatch,"SS Title: Cities and the Poor, Part 2
Filmdb Title: Cities and the Poor, part 2"
30000136813460,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4073,Title mismatch,"SS Title: Cities and the Poor, Part 2
Filmdb Title: Cities and the Poor, part 2"
30000136813478,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4074,Title mismatch,"SS Title: Cities and the Poor, Part 2
Filmdb Title: Cities and the Poor, part 2"
30000136813486,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4075,Title mismatch,"SS Title: Cities and the Poor, Part 2
Filmdb Title: Cities and the Poor, part 2"
30000136813494,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4076,Title mismatch,"SS Title: Cities and the Poor, Part 2
Filmdb Title: Cities and the Poor, part 2"
30000136813502,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4077,Title mismatch,"SS Title: Cities and the Poor, Part 2
Filmdb Title: Cities and the Poor, part 2"
30000136837402,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4121,Title mismatch,"SS Title: View of America From the 23rd Century
Filmdb Title: View of America from the 23rd Century"
30000136818360,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4279,Title mismatch,"SS Title: Art Underfoot
Filmdb Title: Art underfoot"
30000136844465,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4293,Title mismatch,"SS Title: Bruce Jay Friedman and Black Humor
Filmdb Title: Bruce Jay Friedman And Black Humor"
30000136844473,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4294,Title mismatch,"SS Title: Bruce Jay Friedman and Black Humor
Filmdb Title: Bruce Jay Friedman And Black Humor"
30000136834748,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4311,Title mismatch,"SS Title: The Tribe That Hides From Man
Filmdb Title: The Tribe That Hides from Man"
30000136834755,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4312,Title mismatch,"SS Title: The Tribe That Hides From Man
Filmdb Title: The Tribe That Hides from Man"
30000136941576,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4315,Title mismatch,"SS Title: The Tribe That Hides From Man
Filmdb Title: The Tribe That Hides from Man"
30000136751140,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4320,Title mismatch,"SS Title: God is Dead
Filmdb Title: God Is Dead"
30000136701871,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4362,Title mismatch,"SS Title: At the Bottom
Filmdb Title: At The Bottom"
30000136701889,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4363,Title mismatch,"SS Title: At the Bottom
Filmdb Title: At The Bottom"
30000136842667,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4369,Title mismatch,"SS Title: At the Bottom
Filmdb Title: At The Bottom"
30000136842675,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4370,Title mismatch,"SS Title: At the Bottom
Filmdb Title: At The Bottom"
30000136751009,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4485,Title mismatch,"SS Title: WhatÍs New #309 Balsa
Filmdb Title: WhatÕs New #309 Balsa"
30000136751017,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4486,Title mismatch,"SS Title: WhatÍs New #309 Balsa
Filmdb Title: WhatÕs New #309 Balsa"
30000136752833,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4487,Title mismatch,"SS Title: WhatÍs New #267 Our Food: Fruits and Vegetables
Filmdb Title: WhatÕs New #267 Our Food: Fruits and Vegetables"
30000136752841,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4488,Title mismatch,"SS Title: WhatÍs New #267 Our Food: Fruits and Vegetables
Filmdb Title: WhatÕs New #267 Our Food: Fruits and Vegetables"
30000136810177,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4495,Title mismatch,"SS Title: Potpourri _ Many Faces of Marijuana Pt. I
Filmdb Title: Potpourri Ð Many Faces of Marijuana Pt. I"
30000136810185,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4496,Title mismatch,"SS Title: Potpourri _ Many Faces of Marijuana Pt. I
Filmdb Title: Potpourri Ð Many Faces of Marijuana Pt. I"
30000136810193,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4497,Title mismatch,"SS Title: Potpourri _ Many Faces of Marijuana Pt. II
Filmdb Title: Potpourri Ð Many Faces of Marijuana Pt. II"
30000136810201,FINAL_NET_Elements_SendtoDatabase_20180710.csv,4498,Title mismatch,"SS Title: Potpourri _ Many Faces of Marijuana Pt. II
Filmdb Title: Potpourri Ð Many Faces of Marijuana Pt. II"
30000136769027,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,35,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136923384,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,114,Title mismatch,"SS Title: Charley Martin, American
Filmdb Title: Charley Martin American"
30000136816828,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,162,Title mismatch,"SS Title: Virtuoso Franz Liszt As Composer
Filmdb Title: Virtuoso Franz Liszt as Composer"
30000136816836,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,163,Title mismatch,"SS Title: Virtuoso Franz Liszt As Composer
Filmdb Title: Virtuoso Franz Liszt as Composer"
30000136847120,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,164,Title mismatch,"SS Title: Virtuoso Franz Liszt As Composer
Filmdb Title: Virtuoso Franz Liszt as Composer"
30000136847138,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,165,Title mismatch,"SS Title: Virtuoso Franz Liszt As Composer
Filmdb Title: Virtuoso Franz Liszt as Composer"
30000136928359,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,166,Title mismatch,"SS Title: Art Director
Filmdb Title: The art director"
30000136926700,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,169,Title mismatch,"SS Title: Education of Smoky
Filmdb Title: Education Of Smoky"
30000136926718,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,170,Title mismatch,"SS Title: Education of Smoky
Filmdb Title: Education Of Smoky"
30000136944752,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,268,Title mismatch,"SS Title: A Romance to Remember: Nathaniel Hawthorne and Sophia Peabody
Filmdb Title: Romance to Remember: Nathaniel Hawthorne and Sophia Peabody"
30000136768474,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,343,PO has 0 Titles in Filmdb,SS Title: The Splendid Dream: William Penn
30000136922410,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,427,PO has 0 Titles in Filmdb,SS Title: The Splendid Dream: William Penn
30000136922774,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,431,PO has 0 Titles in Filmdb,SS Title: The Splendid Dream: William Penn
30000136926833,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,533,PO has 0 Titles in Filmdb,SS Title: The Splendid Dream: William Penn
30000136929290,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,606,PO has 0 Titles in Filmdb,SS Title: The Splendid Dream: William Penn
30000136811985,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,666,Title mismatch,"SS Title: The Nature of Language and How It is Learned
Filmdb Title: The Nature of Language and How It Is Learned"
30000136937541,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,673,Title mismatch,"SS Title: The Nature of Language and How It is Learned
Filmdb Title: The Nature of Language and How It Is Learned"
30000136937558,FINAL_TFC_Elements_SendtoDatabase_20180608.csv,674,Title mismatch,"SS Title: The Nature of Language and How It is Learned
Filmdb Title: The Nature of Language and How It Is Learned"
30000136703158,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,24,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136702903,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,51,Title mismatch,"SS Title: The Control Revolution
Filmdb Title: The control revolution"
30000136919598,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,139,Title mismatch,"SS Title: Face of Excellence
Filmdb Title: Face Of Excellence"
30000136708520,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,201,Title mismatch,"SS Title: From Pot to Psychedelics
Filmdb Title: From Pot To Psychedelics"
30000136708884,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,251,Title mismatch,"SS Title: Choreographer at Work
Filmdb Title: A choreographer at work"
30000136709106,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,261,Title mismatch,"SS Title: Great Performances in Dance
Filmdb Title: Great Performance in Dance"
30000136702317,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,273,Title mismatch,"SS Title: Essay on Watergate
Filmdb Title: Essay On Watergate"
30000136702325,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,274,Title mismatch,"SS Title: Essay on Watergate
Filmdb Title: Essay On Watergate"
30000136708678,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,369,Title mismatch,"SS Title: Prudhoe Bay--Or Bust!
Filmdb Title: Prudhoe Bay--or Bust!"
30000136709577,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,373,Title mismatch,"SS Title: Chain of Life
Filmdb Title: The Chain of Life"
30000136709585,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,374,PO has 0 Titles in Filmdb,SS Title: Santa Barbara--Everybody's Mistake
30000136708603,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,414,Title mismatch,"SS Title: The Suicide Clinic: A Cry For Help
Filmdb Title: The Suicide Clinic: A Cry for Help"
30000136945106,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,415,Title mismatch,"SS Title: Aphasia--The Road Back
Filmdb Title: Aphasia : the road back"
30000136945130,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,416,Title mismatch,"SS Title: Aphasia--The Road Back
Filmdb Title: Aphasia : the road back"
30000136945148,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,417,Title mismatch,"SS Title: Aphasia--The Road Back
Filmdb Title: Aphasia : the road back"
30000136702556,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,463,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136702564,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,464,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136702572,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,474,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136702580,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,475,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136702598,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,476,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136702606,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,477,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136702614,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,478,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136702622,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,479,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136702630,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,480,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136708157,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,490,Title mismatch,"SS Title: Face of the World
Filmdb Title: Face Of The World"
30000136708165,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,491,Title mismatch,"SS Title: Alternative Energy Source
Filmdb Title: Alternative Energy Sources"
30000136709775,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,504,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136709783,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,505,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
30000136943952,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,514,Title mismatch,"SS Title: Face of the World
Filmdb Title: Face Of The World"
30000136943960,Additional_FINAL_NET_Elements_SendtoDatabase_20180717.csv,515,Title mismatch,"SS Title: Face of the World
Filmdb Title: Face Of The World"
30000077531980,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2,PO has 0 Titles in Filmdb,SS Title: The senses of man
30000136913799,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,3,PO has 0 Titles in Filmdb,SS Title: The senses of man
30000077538886,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,6,Title mismatch,"SS Title: The seven wives of Bahram Gur
Filmdb Title: The Seven Wives of Bahram Gur"
30000077545303,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,7,Title mismatch,"SS Title: The seven wives of Bahram Gur
Filmdb Title: The Seven Wives of Bahram Gur"
30000077545329,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,8,Title mismatch,"SS Title: The seven wives of Bahram Gur
Filmdb Title: The Seven Wives of Bahram Gur"
30000136829227,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,9,Title mismatch,"SS Title: The seven wives of Bahram Gur
Filmdb Title: The Seven Wives of Bahram Gur"
30000136748401,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,35,Title mismatch,"SS Title: The string choir
Filmdb Title: The String Choir (first edition)"
30000068432123,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,36,Title mismatch,"SS Title: The woodwind choir
Filmdb Title: The Woodwind Choir"
30000136748393,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,37,Title mismatch,"SS Title: The woodwind choir
Filmdb Title: The Woodwind Choir"
30000079829770,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,39,Title mismatch,"SS Title: The isle of joy
Filmdb Title: The Isle of Joy"
30000068459084,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,43,Title mismatch,"SS Title: The Louisiana Purchase : key to a continent.
Filmdb Title: The Louisiana Purchase: Key to a Continent"
30000079835967,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,44,Title mismatch,"SS Title: The quiet one
Filmdb Title: The Quiet One"
30000079835975,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,45,Title mismatch,"SS Title: The quiet one
Filmdb Title: The Quiet One"
30000079835983,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,46,Title mismatch,"SS Title: The quiet one
Filmdb Title: The Quiet One"
30000079835991,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,47,Title mismatch,"SS Title: The quiet one
Filmdb Title: The Quiet One"
30000136790239,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,48,Title mismatch,"SS Title: The social animal
Filmdb Title: The Social Animal"
30000136806498,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,49,Title mismatch,"SS Title: The social animal
Filmdb Title: The Social Animal"
30000136820010,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,50,Title mismatch,"SS Title: The social animal
Filmdb Title: The Social Animal"
30000136825126,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,51,Title mismatch,"SS Title: The social animal
Filmdb Title: The Social Animal"
30000136928953,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,52,Title mismatch,"SS Title: The social animal
Filmdb Title: The Social Animal"
30000136947599,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,53,Title mismatch,"SS Title: The social animal
Filmdb Title: The Social Animal"
30000136947615,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,54,Title mismatch,"SS Title: The social animal
Filmdb Title: The Social Animal"
30000136699950,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,55,Title mismatch,"SS Title: The social animal
Filmdb Title: The Social Animal"
30000136699943,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,56,Title mismatch,"SS Title: The social animal
Filmdb Title: The Social Animal"
30000078513979,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,80,Title mismatch,"SS Title: The shape of the earth
Filmdb Title: The Shape of the Earth"
30000078513987,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,81,Title mismatch,"SS Title: The shape of the earth
Filmdb Title: The Shape of the Earth"
30000068488786,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,161,Title mismatch,"SS Title: The micrometer
Filmdb Title: The Micrometer"
30000068488794,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,162,Title mismatch,"SS Title: The micrometer
Filmdb Title: The Micrometer"
30000079809277,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,239,Title mismatch,"SS Title: Tide pool life
Filmdb Title: Tide Pool Life"
30000136742164,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,240,Title mismatch,"SS Title: Tide pool life
Filmdb Title: Tide Pool Life"
30000136720798,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,308,Title mismatch,"SS Title: The Pacific : discovery and development.
Filmdb Title: The Pacific: Discovery and Development"
30000136720806,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,309,Title mismatch,"SS Title: The Pacific : discovery and development.
Filmdb Title: The Pacific: Discovery and Development"
30000136683350,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,601,Title mismatch,"SS Title: The Millikan experiment
Filmdb Title: The Millikan Experiment"
30000136658840,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,622,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136699398,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,770,PO has 0 Titles in Filmdb,SS Title: The Organization of Language
30000136699406,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,771,PO has 0 Titles in Filmdb,SS Title: The Organization of Language
30000136808064,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,772,PO has 0 Titles in Filmdb,SS Title: The Organization of Language
30000136912544,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,773,PO has 0 Titles in Filmdb,SS Title: The Organization of Language
30000077546749,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,897,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136679044,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,936,Title mismatch,"SS Title: The Nervous System in Man
Filmdb Title: Nervous System in Man"
30000136679051,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,937,Title mismatch,"SS Title: The Nervous System in Man
Filmdb Title: Nervous System in Man"
30000136679069,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,938,Title mismatch,"SS Title: The Nervous System in Man
Filmdb Title: Nervous System in Man"
30000136823477,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,939,Title mismatch,"SS Title: The Nervous System in Man
Filmdb Title: Nervous System in Man"
30000136679002,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,953,PO has 0 Titles in Filmdb,SS Title: The Senses of Man
30000136679036,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,954,PO has 0 Titles in Filmdb,SS Title: The Senses of Man
30000136821521,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,955,PO has 0 Titles in Filmdb,SS Title: The Senses of Man
30000136726050,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,990,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000079843359,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1150,Title mismatch,"SS Title: The hospital.
Filmdb Title: The Hospital"
30000136796061,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1263,Title mismatch,"SS Title: The World of Piri Thomas
Filmdb Title: Schizophrenia: The Shattered Mirror"
30000136683640,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1326,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136683657,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1327,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136683665,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1328,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136683673,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1329,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136683681,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1330,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136683699,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1331,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136683707,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1332,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136683715,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1333,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136683723,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1334,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136683731,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1335,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136804956,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1336,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136804980,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1337,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136805003,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1338,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136805011,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1339,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136805557,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1340,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136922030,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1341,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136922055,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1342,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136926205,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1343,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136926213,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1344,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136926379,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1345,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136929035,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1346,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136929043,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1347,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136946070,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1348,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136947482,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1349,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136947649,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1350,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136947656,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1351,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136947664,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1352,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
